number,value,datetime_start,datetime_complete,duration,params_C,params_class_weight,params_l1_ratio,params_max_iter,params_tol,user_attrs_ap,user_attrs_auc,user_attrs_threshold,state
91,0.7287639132976962,2025-12-16 22:28:13.857375,2025-12-16 22:28:15.654032,0 days 00:00:01.796657,0.2509876695679742,,0.06503891150022371,3798,8.837868805628403e-05,0.7494069226949631,0.9372246961003274,0.36472582817077637,COMPLETE
92,0.7298578199047241,2025-12-16 22:28:15.654190,2025-12-16 22:28:16.891789,0 days 00:00:01.237599,0.09402682195492439,,0.02346282043614848,3664,6.840046915798337e-05,0.7438573998697033,0.9361062040221692,0.38186517357826233,COMPLETE
93,0.7278071722511287,2025-12-16 22:28:16.891955,2025-12-16 22:28:17.536102,0 days 00:00:00.644147,0.0898595816589374,,0.039518430067366925,4072,0.0007876056482131269,0.742243633770254,0.935803673670594,0.37634530663490295,COMPLETE
94,0.7277197295631207,2025-12-16 22:28:17.536260,2025-12-16 22:28:19.152862,0 days 00:00:01.616602,0.9823750446913707,,0.086829046730855,3542,0.00011784834372880421,0.7559049990325897,0.9382356900840173,0.40252310037612915,COMPLETE
95,0.7095238095233197,2025-12-16 22:28:19.153025,2025-12-16 22:28:19.765872,0 days 00:00:00.612847,0.014168496458057895,,0.15420413222381338,3318,2.2776962782856857e-05,0.7352175813979269,0.9317064605842881,0.4185054302215576,COMPLETE
96,0.7231572838068263,2025-12-16 22:28:19.766025,2025-12-16 22:28:20.944746,0 days 00:00:01.178721,0.06005280253573098,,0.11299049312542919,3679,6.049037301537701e-05,0.7402189946236584,0.9347056574199536,0.3729079067707062,COMPLETE
97,0.7225433526006703,2025-12-16 22:28:20.944910,2025-12-16 22:28:21.496853,0 days 00:00:00.551943,0.03289881574627304,,0.016764917027622853,3973,0.0003383921790725325,0.7387477934166679,0.934472232986251,0.36907944083213806,COMPLETE
98,0.7293012331175391,2025-12-16 22:28:21.497025,2025-12-16 22:28:22.729714,0 days 00:00:01.232689,0.16755446366744653,,0.052046686235311196,4394,6.727016157864957e-05,0.7470372422386373,0.9367281572830215,0.3711780309677124,COMPLETE
99,0.7286639199524253,2025-12-16 22:28:22.729886,2025-12-16 22:28:23.689255,0 days 00:00:00.959369,0.10778711370941967,,0.07685774764350338,4154,2.8885102974376105e-05,0.7438589388375865,0.9359562185856015,0.3778378963470459,COMPLETE
100,0.7283105022826211,2025-12-16 22:28:23.689414,2025-12-16 22:28:24.396522,0 days 00:00:00.707108,0.5340919585854149,,0.3349234345156347,3797,0.00045902757590432107,0.7493244931871426,0.9373040399319588,0.33617889881134033,COMPLETE
